postCode,city,street
5282,Ranshofen,Wertheimerplatz 6a
2351,Wr. Neudorf,"Gewerbestraße 17-19, Objekt M48"
2380,Perchtoldsdorf,Donauwörther Str. 46
4600,Wels,Mitterfeldstraße 2
3483,Feuersbrunn,Kleine Zeile 13-17
5202,Neumarkt am Wallersee,Bahnhofstraße 33
6500,Landeck,Bruggfeldstraße 7
4880,St. Georgen im Attergau,Kogl 66
4481,Asten,An der Bundesstraße 1
3040,Neulengbach,Alter Markt
2460,Bruck an der Leitha,Eco-Plus-Park 2.Straße 1
6553,See im Paznauntal,Au 171
4082,Aschach,Harrachstrasse 4-6
8073,Feldkirchen bei Graz,Hans-Roth-Straße 1
9141,Eberndorf,Bahnstraße 22
8762,Unterzeiring,Unterzeiring 15
3002,Purkersdorf,Pummergasse 3
8724,Spielberg,Ring Rast Straße 4
1230,Wien,Breitenfurter Straße 263
4600,Wels,Eferdingerstraße 81
1100,Wien,Wienerbergstraße 11
8130,Frohnleiten,Rechberg Straße
3293,Lunz am See,Kirchenplatz 2
03185,Peitz,Ecke Gubenerstraße/Mauerstraße
2620,Neunkirchen-Ternitz,Neunkirchner Straße 30
1220,Wien,Seestadtstraße 6
6345,Kössen am Walchsee,Josefstal 18
8700,Leoben,Bahnhofplatz 2
2231,Strasshof,Hauptstrasse 8A
9400,Wolfsberg,Bahnhofplatz 1
1050,Wien,Margaretengürtel 45
5020,Salzburg,Elisabethstraße 45a
8605,Kapfenberg,Gewerbestraße 16-18
8854,Krakau,Krakaudorf 135a
4020,Linz,Industriezeile 78
6380,St. Johann in Tirol,Pass-Thurn-Straße 3
3500,Krems an der Donau,Eduard-Summer-Gasse 5-1
8712,Niklasdorf,Leobnerstraße 11
2700,Wiener Neustadt,Gerasdorfergasse 31
2542,Leobersdorf,Bahnhofplatz 7
9546,Bad Kleinkirchheim,Teichstraße 10
2334,Vösendorf,"Shopping City Süd, Südring"
6371,Aurach bei Kitzbühel,Paß-Thurn-Str. 15
4752,Riedau,Peßlerstraße 9
2130,Mistelbach,Wirtschaftspark 1
2534,Alland,Gewerbestraße 550
2641,Schottwien,Schnellstraße 2
4020,Linz,Untere Donaulände 15
6533,Fiss,Fisserhöfe 7
2620,Ternitz,Neunkirchnerstraße 38
3441,Pixendorf,Lieferbetonstraße
4655,Vorchdorf,Pettenbacherstraße 41
1220,Wien,Wagramerstraße 54
4600,Wels,Ginzkeystraße 60
9500,Villach,Völkendorfer Straße 1
4020,Linz,Bockgasse 30
7000,Eisenstadt,Mattersburgerstrasse 50
2331,Vösendorf,Triester Straße 248
8191,Birkfeld,Rosegg 1
8820,Neumarkt in der Steiermark,Wiener Straße 19
9300,St. Veit,Völkermarkter Straße 55
9961,Hopfgarten in Defereggen,Dorf 64
4030,Linz,Franzosenhausweg 33
6365,Kirchberg,Stöcklfeld 61
6870,6870,Platz 44
9500,Villach,Maria-Gailer-Straße 35
6363,Westendorf,Dorfstraße 16
6380,St. Johann in Tirol,Kaiserstraße 16
2540,Bad Vöslau,Flugfeldstraße 53
3033,Altlengbach,Raststation Steinhäusl A1
2491,Eggendorf,Am Stampf 64
3250,Wieselburg,Beethovenstraße 4
7111,Parndorf,Am Bahnhof
8700,Leoben,Hauptplatz 19
6845,Hohenems,Angelika-Kauffmann-Straße 5
17268,Templin,Waldhof 1
8530,Deutschlandsberg,Frauentalerstraße 125
9620,Hermagor,Gailtalstraße 15
4655,Vorchdorf,Asamerstraße 1
1300,Wien-Flughafen Schwechat,Gst. 611/1
3373,Bergland,Oberegging 54
1110,Wien,7. Haidequerstraße 2
8600,Bruck an der Mur,Wiener Straße 54
3430,Tulln an der Donau,Frauentorgasse 8
6414,Wildermieming,Dorfstraße 6
1230,Wien,Lemböckgasse 57
3270,Scheibbs,Eisenwurzenstraße 52
3580,Horn,Pragerstraße 87
1020,Wien,Handelskai 269
2320,Schwechat,Brucker Bundessstraße 6
94036,Passau,Messestraße 7
5280,Braunau,Hans Sachs-Straße 8
4020,Linz,Unionstraße 55
1100,Wien,Am Belvedere 1
6543,Nauders,Bundesstraße 359
6393,St. Ulrich am Pillersee,Dorfstraße 6
3040,Neulengbach,Umseerstraße 37
6020,Innsbruck,Eduard-Bodem-Gasse 4
2405,Bad Deutsch-Altenburg,Badgasse 19
6176,Völs,Cytastraße 1
4053,Haid,Ikeaplatz 1
7350,Oberpullendorf,Günserstraße 40
1130,Wien,Hietzinger Kai 135
2231,Strasshof an der Nordbahn,Doktor-Lueger-Platz
5582,St. Michael,Hutterstraße 11
9873,Döbriach,Hauptstraße 58
1230,Wien,Breitenfurterstraße 473
6542,Pfunds,Lafairs 373
5073,Wals-Himmelreich,Kasernenstraße 1
9125,Kühnsdorf,Seebach 37
5602,Wagrain,Weberlandl 65
6380,St. Johann in Tirol,Salzburgerstraße 25
3184,Türnitz,Mariazeller Straße 18
4061,Pasching,Hörschinger Straße 39
2464,Göttlesbrunn-Arbesthal,Göttlesbrunn 992
5500,Salzburg,Josef-Leitgeb-Straße 5
8480,Mureck,Eichfeld 127
94036,Passau,Regensburger Str. 1
84544,Aschau am Inn,Waldwinkler Str. 1
9500,Villach,Nikolaigasse 14
6820,Frastanz,Feldkircher Straße 47
3500,Krems an der Donau,Landersdorfer Straße 8
2460,Bruck an der Leitha,Feldgasse 4
5500,Bischofshofen,Bahnhofgasse 16
94032,Passau,Obere Donaulände 5
4501,Neuhofen an der Krems,Bahnhofstraße 2
2000,Stockerau,Horner Straße 101a
7100,Neusiedl am See,Bahnstraße 30
8272,Sebersdorf,Sebersdorf 304
9112,Griffen,Gewerbestraße 8
1210,Wien,Brünner Straße 57D
4710,Grieskirchen,Uferstraße 26
8600,Bruck an der Mur,Oberdorfer Straße 5
1110,Wien,Swatoschgasse 3
6100,Seefeld,Mösererstraße 53
5582,Sankt Michael im Lungau,Gewerbestraße 581
6830,Rankweil,Zehentstraße 17
3184,Türnitz,Markt 28
1100,Wien,Wienerbergstraße 27A
9822,Mallnitz,Stappitz 45
1030,Wien,Rasumofskygasse 29
94036,Passau,Regensburger Straße 29
8042,Graz,Schmiedlstraße 1
3040,Neulengbach,Bahnhofstraße 245
2734,Puchberg,Sierningstraße 11
7143,Apetlon,Sportplatzgasse 55
7111,Parndorf,Designer Outlet Straße 1
3130,Herzogenburg,Lagerhausgasse 8
2120,Wolkersdorf im Weinviertel,Industriestraße
1190,Wien,Krottenbachstraße 233
6410,Telfs,Anton Auer Straße 29
4020,Linz,Kapuzinerstraße 84a
4863,Seewalchen,Gewerbegebiet Ager 1
2460,Bruck an der Leitha,Bahnhofplatz 1
5073,Salzburg/Wals,Franz Bötzner Straße 2
1130,Wien,Speisinger Straße 135
5280,Braunau am Inn,Raitfeldstraße 7
8143,Unterpremstätten,Neue Welt 100
3300,Amstetten-Greinsfurth,Waidhofner Straße 42
6236,Alpbach,Alpbach 405
8492,Halbenrain,Halbenrain 65
6123,Terfens-Weer,Auweg 24-18
2432,Münchendorf,Rosenweg 1
3100,St. Pölten,Stattersdorfer Hauptstraße 59
8967,Haus im Ennstal,Ennsling 160
4040,Linz-Urfahr,Donaufeldstraße 3
16259,Bad Freienwalde (Oder),Frankfurter Straße 73
8431,Gralla/Leibnitz,Gewerbepark Nord 13
94032,Passau,Jahnstraße 1
8054,Graz,Weblinger Gürtel 31
2115,Ernstbrunn,Wienerstraße 2
2000,Stockerau,Wienerstraße 73
6633,Biberwier,Fernpassstraße 71-72
9990,Nußdorf-Debant,Glocknerstraße 4
2500,Baden,Vöslauer Straße 97
3100,St. Pölten,Linzer Straße 76-78
2351,Wiener Neudorf,"IZ NÖ-Süd, Ecke Straße 1, Straße 6"
4300,St.Valentin,Kohlenplatzstraße 31
6020,Innsbruck,Defreggerstraße 13
3493,Hadersdorf am Kamp,Am Bahnhof 3
6363,Westendorf,Bergliftstraße 18
6850,Dornbirn,Klostergasse 8
4400,Steyr,Hessenplatz 1
2345,Brunn am Gebirge,Brunner Straße B 12a
9220,Velden am Wörthersee,Villacher Straße 27
1230,Wien,Sulzengasse 10
2620,Neunkirchen,Kernstockgasse 2
8200,Hofstätten an der Raab / Gleisdorf,Hofstätten 113
6020,Innsbruck,Griesauweg 28
8054,Graz,Weblingerstraße 41
2440,Gramatneusiedl,Am Bahnhof 1
8600,Bruck an der Mur,Lastenstraße 2
7071,Rust,Am Seekanal 2-4
3830,Waidhofen an der Thaya,Brunnerstraße 2
1120,Wien,Gaudenzdorfer Gürtel 77
1220,Wien,Donau-City-Straße 11
3034,Maria Anzbach,Tulpengasse 230
5733,Bramberg am Wildkogel,Habach 17
2700,Wiener Neustadt,Parkhaus am Porschering
8121,Deutschfeistritz,Autobahn A9 (Phyrnautobahn) KM 164
5301,Eugendorf,Römerstraße 1
5400,Hallein,Salzachtalstraße 16
6391,Fieberbrunn,Rosenegg 48a
7062,St. Margarethen im Burgenland,Märchenparkweg 1
2340,Mödling,Bahnstraße
5700,Zell am See,Seegasse 1
3470,Kirchberg am Wagram,Roßplatz Gst. Nr. 132/7
8750,Judenburg,Burggasse 138
3107,St. Pölten,Dr.-Doch-Gasse 1
9020,Klagenfurt,Völkermarkterstraße 270
6166,Fulpmes,Clemens Holzmeister Str. 38
6543,Nauders,Hnr. 299
3390,Melk,Bahnzeile
4774,St. Marienkirchen bei Schärding,Andiesen 15
5760,Saalfelden am Steinernen Meer,Färbergasse 3
5500,Bischofshofen,Molkereistrasse 32
2351,Wr. Neudorf,Am Anningerpark
8605,Kapfenberg,Grazer Straße 80A
6700,Bludenz,Bahnhofsplatz 8
8280,Fürstenfeld,Augustinerplatz
9210,Pörtschach am Wörthersee,Bahnhofplatz
8200,Hofstätten an der Raab,Pirching 98
3493,Hadersdorf am Kamp,Leuthnersiedlung 28
6143,Matrei am Brenner,Brenner Straße 83
2100,Korneuburg,Bahnhofplatz 1
5640,Bad Gastein,Miesbichlstraße 20
6345,Kössen,Dorf 7
5081,Niederalm,St. Leonharder Straße 2
1220,Wien,Sverigestraße 1A
6574,Pettneu am Arlberg,Schnann-Gewerbezone 150
94032,Passau,Römerplatz 2
2294,Marchegg,Am Bahnhof 8
6300,Wörgl,Innsbrucker Straße 56
8784,Trieben,Industriepark 3
2130,Mistelbach,Bahnstraße 30
3380,Pöchlarn,Heizwerkstraße 5
3300,Amstetten,Eggersdorfer Straße 6
8680,Mürzzuschlag,Heizhausgasse 1
7100,Neusiedl am See,Altenburgerstraße 1
3442,Tulln,Teichstraße 6
6993,Mittelberg im Kleinwalsertal,Von Klenze Weg 5
6380,St. Johann in Tirol,Bahnhofstraße 1
8850,Murau,Tierangerstraße 1
4840,Vöcklabruck,Dürnauer Straße Kreutzung Etrichstraße
9400,Wolfsberg,Rikliweg 2
4050,Traun,Rubensstraße 35
6633,Biberwier,Fernpassstraße 152
7210,Mattersburg,Bahnhof 1
1030,Wien,Vordere Zollamtstraße 5
5081,Anif,Salzachtal Straße 135
2514,Traiskirchen,Jochäckergasse 11
6026,Innsbruck,Mitterweg 21
2483,Ebreichsdorf,Bahnstraße 29
4600,Wels,Gärtnerstraße 5-1
3400,Klosterneuburg,Wiener Straße 9
5742,Wald im Pinzgau,Königsleiten 81
5091,Unken,Unken Nr. 8
5742,Wald im Pinzgau,Königsleiten 220
5742,Wald im Pinzgau,Hinterwaldweg 35
5091,Unken,Niederland223
6281,Gerlos,Gerlos Nr. 298
5722,Niedernsill,Dorfstraße 21
5733,Bramberg am Wildkogel,Parkplatz Smaragdbahn
5741,Neukirchen am Großvenediger,Marktstraße 117
5733,Bramberg am Wildkogel,Mühlbach 242
5092,St. Martin bei Lofer,Dorf 9
6272,Kaltenbach,Reisrachweg 18
5733,Bramberg am Wildkogel,Wennserstraße 92
5733,Bramberg am Wildkogel,Senningerfeld 1
6290, Mayrhofen,Umfahrungsstraße 635c
5741,Neukirchen,Steigergasse 261
5741,Neukirchen,Marktstraße 234
5600,St. Johann im Pongau,Pfunerweg 45
5741,Neukirchen am Großvenediger,Wildkogelbahnstraße 280
5741,Neukirchen am Großvenediger,Am Waldrand 278
5742,Wald im Pinzgau,Königsleiten 100
5730,Mittersill,Stadtplatz 1
5753,Saalbach,Seigweg 343
5743,Krimml,Gerlosstraße 119
5741,Neukirchen am Großvenediger,Hadergasse 43
5733,Bramberg am Wildkogel,Weichseldorf
8463 ,Leutschach an der Weinstraße,Glanz 50
2603,Felixdorf,Schulstraße 59
2512,Oeynhausen,Sochorgasse 1
2512,Oeynhausen,Süddruckgsasse 26
2512,Traiskirchen,Sochorgasse 1
2351,Wr. Neudorf,"IZ NÖ Süd, Straße 2, Obj. M21/1"
2281,Raasdorf,Oberes Bahnfeld 2
1210,Wien,Kürschnergasse 9
2120,Wolkersdorf,Johann-Galler-Straße 9
1100,Wien,Alaudagasse 2
3002,Purkersdorf,Florian Trautenbergerstraße 37
3610,Wösendorf,Professor-Gruber-Gasse 113
2514,Oeynhausen,Triesterstrasse 121-123
2500,Baden,Haidhofstraße 145a
1100,Wien,Favoritenstraße 239
2345,Brunn am Gebirge,Ziegelofengasse 3
4501,Neuhofen,Kremstalerstraße 18
2753,Oberpiesting,Mühlsteig 95
2603,Felixdorf,Schulstrasse 59
3031,Rekawinkel,Haupstraße 13
1220,Wien,Breitenleerstrasse 253
2540,Bad Vöslau,Breitegasse 27
1230,Wien,Wiegelestraße 10
2230,Gänserndorf,Scheunengasse 34
2482,Münchendorf,Gärtnerweg 1
8684,Spital am Semmering,Bundesstraße 9c
8680,Mürzzuschlag,Kaplan Kreisverkehr Parkplatz
8680,Mürzzuschlag,Wiener Straße 9
6130,Schwaz,Andreas-Hofer-Straße 8
6130,Schwaz,Johannes-Messner-Weg 11
6130,Schwaz,Josef-Wopfner-Straße 15
6130,Schwaz,Innsbrucker Straße 72a
5524,Annaberg-Lungötz,Steuer 62
5020,Salzburg,Sterneckstraße 30
5640,Bad Gastein,Hans-Kudlich-Straße 14
5760,Saalfelden,Hohlwegen 4
5020,Salzburg,Strubergasse
5730,Mittersill,Zellerstraße 89
5201,Seekirchen,Gewerbestraße 1a
5350,Strobl,Bahnstraße 23
5400,Hallein,Zatloukalstraße 1
5542,Flachau,Unterberggasse 210
5301,Eugendorf,Möbelstraße 12
5700,Zell am See,Kitzsteinhornstraße 47
5600,St. Johann im Pongau,Leo-Neumayer-Platz 1
5771,Leogang,Hütten 33
5412,Puch,Urstein Süd 13
5441,Abtenau,Markt 187
5020,Salzburg,Marie Andeßner Platz 8
5442,Gseng,Gseng 33
5350,Abersee,Gschwendt 191
5020,Salzburg,Alois-Schmiedbauer-Straße 2
5020,Salzburg,Carl Zuckmayer-Straße 37
5753,Saalbach,Bärenbachweg 286
5020,Salzburg,Franz-Josef-Straße 8
5090,Lofer,Lofer 300
5020,Salzburg,Söllheimerstrasse 16
5202,Neumarkt,Siedlungsstraße 9
5721,Piesendorf,Mühlauweg 1
5092,St. Martin,Gewerbegebiet 205
5602,Wagrain,Wildmoosweg 6
5532,Filzmoos,Filzmoos 202
5101,Bergheim,Alte Mattseerstr. 26
5020,Salzburg,Glockengasse 4c/d
5710,Kaprun,Landesstraße 30
5532,Filzmoos,Neuberg 85
5532,Filzmoos,Filzmoos 114
5110,Oberndorf,Ziegeleistrasse 13
5602,Wagrain,Widmoosweg 6
5721,Piesendorf,Bahnhofsiedlung 524
5400,Hallein,"Hartmannweg 4,6"
5020,Salzburg,Eberhard-Fugger-Str. 9
5600,St. Johann im Pongau,Neu-Reinbach 22
5602,Wagrain,Markt 58
5071,Wals,Stadionstraße 2/3
5531,Eben im Pongau,Hauptstraße
5020,Salzburg,Nonntaler Hauptst. 42
5753,Saalbach,Dorfplatz 33
5710,Kaprun,Sportplatzstrasse 11
5752,Viehhofen,Tennstallweg 243
5753,Saalbach,Skiliftstraße 664
5524,Annaberg,Braunötzhof 4
5020,Salzburg,Josef-Preis-Allee 18
5020,Salzburg,Siezenheimerstraße 39a
5541,Altenmarkt im Pongau,Sinnhub 1
5630,Bad Hofgastein,Anger 217
5400,Hallein,Griesplatz 8
5020,Salzburg,Nico-Dostal-Str. 1
5020,Salzburg,Jakob-Haringer-Straße 1
5760,Saalfelden,Leogangerstraße 51
5751,Maishofen,Oberreit 39
5651,St. Veit im Pongau,Klamm 14
5661,Rauris,Moosenweg 1
5322,Hof,Enzersbergstraße 7
5760,Saalfelden,Almerstraße 2
5630,Bad Hofgastein,Kurgartenstraße 41
5020,Salzburg,Jakob-Haringer-Straße 2
5400,Hallein,Lindorferplatz 8
5302,Henndorf am Wallersee,Sportplatzstr. 10
5412,Puch bei Hallein,Halleiner Landesstraße 26
5020,Salzburg,Julius-Raab-Platz
5026,Salzburg,Ignaz-Rieder-Kai 43
5310,Mondsee,Südtirolerstraße 1
5570,Mauterndorf,Markt 56
5020,Salzburg,Michael-Pacher-Straße 40
5600,St. Johann,Palfengasse 5
Saalfelden,5760,Leopold-Luger-Str. 1
5201,Seekirchen,Bahnhofstraße 2
5760,Saalfelden,Industriestraße 6
5325,Plainfeld,Dorfstraße 18
5020,Salzburg,Innsbrucker Bundesstraße 95
5630,Bad Hofgastein,Schlossalmplatz 1
5753,Saalbach,Altachweg 501
5020,Salzburg,Siezenheimerstraße 39
5325,Plainfeld,Salzburgring
5440,Golling,Obergäu 310
5733,Bramberg am Wildkogel,Dorf 70
5700,Zell am See,Golfstraße 25
5102,Anthering,Dorfstraße 1
5754,Hinterglemm,Martenweg 135
5505,Mühlbach,Schlöglberg 63
5760,Saalfelden am Steinernen Meer,Industriestraße 6
5071,Wals,Grünauerstraße 90
5753,Saalbach,Glemmtaler Landesstraße 263
5542,Flachau,Schrempf-Rosnergasse 150
5020,Salzburg,Berchtesgadnerstraße 3
5020,Salzburg,Billrothstraße 18
5412,Puch,Halleiner Landesstr. 48
5441,Abtenau,Seydegg 78
5751,Maishofen,Anton-Faistauer-Platz 6
3430,Tulln an der Donau,Albrechtsgasse 1-7
3430,Tulln an der Donau,Nussallee
3430,Tulln an der Donau,Bahnhofstraße 1
3430,Neuaigen,Hauptstraße 14
3430,Tulln an der Donau,Albrechtsgasse 1
3430,Tulln,Frauentorgasse 2
3430,Tulln,Staasdorfer Straße 18
3430,Tulln,Technopark
3425,Langenlebarn,Pfarrstraße/Florahofstraße
3430,Tulln an der Donau,Maderspergerstraße 2
3425,Langenlebarn,Am Florahof 2
3430,Tulln an der Donau,Bahnhofstraße
3430,Tulln an der Donau,Messegelände 1
3430,Tulln,Am Wasserpark
9974,Prägraten,St. Andrä 35a
6135,Stans,Vogelsang 208
6441,Umhausen,Roßlachgasse
6370,Kitzbühel,Jochbergerstraße 58
9900,Lienz,Peggetzstraße 10
6336,Langkampfen,Kirchbichler Straße 19
6020,Innsbruck,Langer Weg 15
6342,Niederndorf,Audorferstraße 41
6100,Seefeld,Roßhütte 419
6105,Leutasch,Gasse 190
6165,Telfes,Landesstraße 111
6365,Kirchberg in Tirol,Klausen 2
6322,Kirchbichl,Europastraße 8
6212,Eben am Achensee,Achenseestraße 63
6433,Oetz,Hauptstraße 51
6094,Axams,Innsbrucker Straße 41
9900,Lienz,Fanny-Wibmer-Pedit-Straße 2
9981,Kals a. Großglockner,Glor-Berg 16
6261,Strass im Zillertal,Hof 69
6167,Neustift,Scheibe 44
6241,Radfeld,Siedlung
6414,Obermieming,Obermieming 141d
6543,Nauders,Nauders 257
6382,Kirchdorf,Dorf 31
6456,Gurgl,Gurglerstraße 131
6553,See,Elis 370
6345,Kössen,Lendgasse 3
6460,Imst,Langgasse 76
9919,Heinfels,Panzendorf 196
6212,Eben am Achensee,Dorfstraße 28
9900,Lienz,Brixner Platz 1
6444,Imst,Oberlängenfeld
6100,Seefeld,Münchnerstraße
6432,Sautens,Dorfstraße 55
6263,Alpbach,Dorf 486
6213,Eben am Achensee,Pertisau Seepromenade 26
6263,Fügen,Hochfügener Str. 84
9971,Matrei im Osttirol,Rauterplatz 4
6450,Sölden,Granbichlstraße 38
6252,Breitenbach am Inn,Dorf 6 (Parkplatz)
6373,Jochberg,Dorf 36
6531,Ried im Oberinntal,Gartenland 248
9900,Lienz,Iseltaler Straße 27
6534,Serfaus,Herrenanger 9
6263,Fügen,Dorfplatz 2
9932,Innervillgraten,Gasse 77
6272,Kaltenbach,Schmiedau 2
6281,Gerlos,Gmünd 34
6425,Haiming,Bahnhofplatz
6311,Wildschönau,"Mühltal, Oberau 172"
6456,Sölden,Gurglerstraße  93 (Tiefgarage Festkoglbahn)
6480,Imst,Medalp Platz 1
6424,Silz,Dr. Meinrad Praxmarer Straße 3
6284,Ramsau,Talstraße 14
9900,Lienz,Michaelsgasse 24
6322,Kirchbichl,Perlmooserstraße 20
6263,Fügen,Dorfplatz 7 (Schloss Fügen)
6200,Stans,Tratzberg 8
6166,Fulpmes,Herrengasse 20
6450,Sölden,Gemeindestraße 1
6321,Angath,Kirchplatz
6233,Kramsach,Moosen 46
6433,Oetz,Angerweg 13
6020,Innsbruck,Bergiselweg 3
6063,Rum,Steinbockallee 13
6430,Ötztal-Bahnhof,Ötztaler Achstraße
9991,Dölsach,HNr. 8 (Tirolerhof)
6114,Weer,Nusspuite 2
9900,Lienz,Schillerstraße
6020,Innsbruck,Fischerhäuslweg 31
9900,Lienz,Mühlgasse
6281,Gerlos,Au 148
6353,Going,Rettweg 5+6
6533,Fiss,Fisser Straße 6
9972,Virgen,Honiggasse 3
6281,Gerlos,Oberhof 250
6100,Seefeld,Mösererstr 632
6273,Ried im Zillertal,Landstraße 7
6345,Kössen,Außerkapelle 2a
6100,Seefeld,Mösererstraße 632c
6236,Alpbach,Alpbach 166
6280,Zell am Ziller,"Zillertal Arena-Zell, Talstation Rosenalmbahn"
9900,Lienz,Beda-Weber-Gasse 34
6292,Finkenberg,Dornau 308
6293,Tux,Juns 610
6167,Neustift im Stubaital,Mutterberg 2a
6235,Reith im Alpbachtal,Dorf 1
6383,Erpfendorf,Lärchenweg 11
6143,Pfons,Schöfens 12
6352,Ellmau,Austraße 1
6380,St. Johann in Tirol,Hornweg 21
9900,Lienz,Pustertalerstraße 40
6450,Sölden,Kühtrainstraße
6020,Innsbruck,Franz Fischer Straße 8
6150,Steinach,Brennerstraße 38
6293,Tux,"Hintertux 794 ""Hintertuxer Gletscher"""
6235,Reith im alpbachtal,Reither Anger 21
6444,Längenfeld,Unterlängenfeld
6365,Kirchberg in Tirol,Brandseitweg 34
6352,Ellmau,Birkenweg 1
6561,Ischgl,Silvrettastraße 37
6444,Längenfeld,Parkplatz Au
6306,Söll,Stampfanger 21
6020,Innsbruck,Sennstraße 1
6450,Sölden,Wohlfahrtstraße
6183,Kühtai,Kühtai Nr. 48
6142,Mieders,Dorfstraße 58
6105,Leutasch,Weidach 340
6280,Zell am Ziller,Zillertal Arena - Talstation Rosenalmbahn
6433,Oetz,Hauptstraße 31
6747,Jerzens,Liß 300
6134,Vomperbach,Vomperbach
6320,Angerberg,Baumgarten 200
6345,Kössen,Lendgasse 2
6522,Prutz,Dorfstraße 59
6382,Kirchdorf,Dorfplatz 23
6261,Strass im Zillertal,Oberdorf 35
6395,Hochfilzen,Dorf 35
9900,Lienz,Fanny-Wibmer-Pedit-Straße 6
9900,Lienz,Rechter Drauweg 1b
6213,Pertisau,Pertisau 57 a
1110,Wien,Nussbaumallee 21
1230,Wien,Traviatagasse ggü 37
1050,Wien,Amtshausgasse 9
1030,Wien,Marxergasse 1a
2102,Hagenbrunn,Salzstraße (Hagenbrunn) 19a
1210,Wien,Wagramer Straße 195
1100,Wien,Gerhard-Bronner-Straße 7
3400,Klosterneuburg,Plöckingstraße 1
2540,Bad Vöslau,Badplatz 1
1070,Wien,Neustiftgasse 40
1300,Schwechat,Office Park 2
1100,Wien,Gertrude-Fröhlich-Sandner-Straße 2
2322,Zwölfaxing,Schwechater Straße 1
1180,Wien,Schopenhauerstraße 11
1100,Wien,Keplerplatz 1
1130,Wien,Hietzinger Hauptstraße 41
1020,Wien,Rothschildplatz 2
1220,Wien,Rennbahnweg 49
1100,Wien,Otto-Probst-Straße 22/6
2500,Baden,Wiener Straße 119
3400,Klosterneuburg,Pater Abel-Straße 1
1160,Wien,Pfenninggeldgasse 2
1010,Wien,Robert-Stolz-Platz 1
1010,Wien,Rathausstraße 1
1220,Wien,Am Kaisermühlendamm 113b
2334,Vösendorf,SCS-Straße 1
1220,Wien,Breitenleer Straße ggü. 220
1110,Wien,Trinkhausstraße 4
1200,Wien,Leystraße 80 Stg. 2
1220,Wien,Am Bahnhof neben 14
1100,Wien,Rechberggasse 16-20/12
1150,Wien,Felberstraße 1
2345,Brunn am Gebirge,Europaring 1741
1150,Wien,Hofmoklgasse 1
1130,Wien,Hietzinger Hauptstraße 73
1020,Wien,Große Schiffgasse 11
2482,Münchendorf,Johann Wurth Gasse ggü. 6
1020,Wien,Rembrandtstraße 25
1100,Wien,Gußriegelstraße 21
1130,Wien,Auhofstraße neben 255
1220,Wien,Eßlinger Hauptstraße 4-6
1010,Wien,Universitätsring 1
2514,Traiskirchen,Wienersdorfer Straße 26
2340,Mödling,An der Goldenen Stiege 22
1210,Wien,Sandauergasse 7
1130,Wien,Stadlergasse 9A
1170,Wien,Pointengasse vor 25
1140,Wien,Cumberlandstraße 10
2320,Schwechat,Concorde Business Park 1
1010,Wien,Mahlerstraße 12
1130,Wien,Hermesstraße 2
1230,Wien,Anton-Krieger-Gasse 204
2500,Baden,Dammgasse 25
1230,Wien,Liesinger Platz 1A
1040,Wien,Prinz-Eugen-Straße 20
1010,Wien,Hegelgasse 1
1140,Wien,Lotte Leyna Platz 1
1140,Wien,Guldengasse 16-18
1100,Wien,Siccardsburggasse 22
1220,Wien,Wagramer Straße 19
1220,Wien,Wulzendorfstraße 26
1220,Wien,Schickgasse 32/1
1100,Wien,Jura-Soyfer-Gasse 1/20
1150,Wien,Kriemhildplatz 10
1140,Wien,Deutschordenstraße 3a
1190,Wien,Muthgasse 18
1020,Wien,Obere Donaustraße 66
1100,Wien,Clemens-Holzmeister-Straße 2-4
1220,Wien,Donau-City-Straße 7
2353,Guntramsdorf,Sportplatzstraße 15
1200,Wien,Treustraße 20
1190,Wien,Zehenthofgasse 26
1210,Wien,Grellgasse 15 Stg. 3
1200,Wien,Vorgartenstraße 83-85
1180,Wien,Martinstraße 21-23
1200,Wien,Handelskai 94-96
1220,Wien,Reglergasse 6
1020,Wien,Bruno-Marek-Allee 15
1230,Wien,Jochen-Rindt-Straße 5
1110,Wien,11.Haidequerstraße 6
1170,Wien,Neuwaldegger Straße 59
1080,Wien,Pfeilgasse 53
1140,Wien,Linzer Straße 456-458
1020,Wien,Bruno-Marek-Allee 28
1100,Wien,Ada-Christen-Gasse 4
1140,Wien,Fünkhgasse 20
1040,Wien,Rechte Wienzeile 39
1030,Wien,Henneberggasse 2-4
2344,Maria Enzersdorf,Franz Josef-Straße 49
1230,Wien,Walter-Jurmann-Gasse 2C Stg 1
1200,Wien,Treustraße 94
1060,Wien,Köstlergasse 1
1100,Wien,Kundratstraße 6
1040,Wien,Wiedner Gürtel 4
1150,Wien,Grenzgasse (Rudolfsheim-Fünfhaus) 5
1210,Wien,Siemensstraße 105
1220,Wien,Wagramer Straße 38
1220,Wien,Wulzendorfstraße 75
1220,Wien,Ilse-Arlt-Straße 1-3
1160,Wien,Wattgasse 7
1100,Wien,Arthaberplatz 6
1150,Wien,Gebrüder-Lang-Gasse 16
2380,Perchtoldsdorf,Mühlgasse 92
1120,Wien,Lehrbachgasse 18
2320,Schwechat,Möhringgasse 4
1220,Wien,Wagramer Straße 94
2340,Mödling,Gabrieler Straße 13
1100,Wien,Laxenburger Straße 131
1220,Wien,Sandefjordgasse 1
2384,Breitenfurt bei Wien,Dr. Kasimir Graff-Gasse 1
1030,Wien,Schlechtastraße 2
1220,Wien,Zachgasse 2
